article,true_label,predicted_label(Chat_gpt),Soft_score,Hard_score
Bengal records about 309 Covid cases in a day . kolkata: Bengal has seen a slight rise in daily Covid cases with 309 new patients being detected on Wednesday. Single day Covid cases stood at 279 on Tuesday while on Monday the number of daily... ,"[{'Disease': 'Covid', 'Location': 'Bengal', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '309'}, {'Disease': 'Covid', 'Location': 'Bengal', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '279'}]","[
  {
    ""Disease"": ""Covid"",
    ""Location"": ""Bengal"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": 309
  },
  {
    ""Disease"": ""Covid"",
    ""Location"": ""Bengal"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": 279
  }
]",2.0,2
"10,112 fresh COVID cases in India - Jammu Kashmir Latest News | Tourism | Breaking News J&K . NEW DELHI, Apr 23: India today recorded a single-day rise of 10,112 fresh COVID-19 infections, while the number of active cases increased to 67,806, according to Union Health Ministry data. With the fresh cases, India’s COVID-19 tally stands at 4.48 crore (4,48,91,989). The death toll climbed to 5,31,329 with 29 fatalities, including seven reconciled by Kerala, the data updated at 8 am stated. The daily positivity rate was recorded at 7.03 per cent and the weekly positivity rate at 5.43 […]","[{'Disease': 'COVID', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '10,112'}, {'Disease': 'COVID-19', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '4,48,91,989'}, {'Disease': 'COVID-19', 'Location': 'India', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'total', 'Number': '5,31,329'}, {'Disease': 'COVID-19', 'Location': 'India', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '29'}, {'Disease': 'COVID-19', 'Location': 'Kerala', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '7'}]","[
{
""Disease"": ""COVID-19"",
""Location"": ""India"",
""Incident"": ""case"",
""Incident_Type"": ""new"",
""Number"": 10112
},
{
""Disease"": ""COVID-19"",
""Location"": ""India"",
""Incident"": ""case"",
""Incident_Type"": ""total"",
""Number"": 44891989
},
{
""Disease"": ""COVID-19"",
""Location"": ""India"",
""Incident"": ""death"",
""Incident_Type"": ""new"",
""Number"": 29
},
{
""Disease"": ""COVID-19"",
""Location"": ""India"",
""Incident"": ""death"",
""Incident_Type"": ""total"",
""Number"": 531329
},
{
""Disease"": ""COVID-19"",
""Location"": ""India"",
""Incident"": ""case"",
""Incident_Type"": ""active"",
""Number"": 67806
},
{
""Disease"": ""COVID-19"",
""Location"": ""Kerala, India"",
""Incident"": ""death"",
""Incident_Type"": ""reconciled"",
""Number"": 7
}
]",4.8,4
"India News | Delhi Logs 9 New Covid Cases in Last 24 Hours | LatestLY . Get latest articles and stories on India at LatestLY.  The national capital logged 9 new Covid cases in the last 24 hours, with a case positivity rate of 0.22 per cent, stated a bulletin issued by the Delhi Health Department on Friday. India News | Delhi Logs 9 New Covid Cases in Last 24 Hours.","[{'Disease': 'Covid', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '9'}]","[{
""Disease"": ""Covid"",
""Location"": ""Delhi"",
""Incident"": ""case"",
""Incident_Type"": ""new"",
""Number"": 9
}]",1.0,1
"What is ‘tomato flu’? New virus spreads in India - News Maker . As the world continues its fight against Covid-19 and the ever-spreading monkeypox virus, it seems as though there’s another illness gaining a foothold.“Tomato flu” was first identified in India on May 6 and has so far infected 82 children, who are all under the age of FIVE, according to a study by the Lancet Respiratory ","[{'Disease': 'tomato flu', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '82'}, {'Disease': 'Covid-19', 'Location': 'World', 'Incident (case or death)': 'case', 'Incident Type (new or total)': '', 'Number': ''}, {'Disease': 'monkeypox', 'Location': 'World', 'Incident (case or death)': 'case', 'Incident Type (new or total)': '', 'Number': ''}]","[ 
    { ""Disease"": ""Tomato flu"", 
      ""Location"": ""India"", 
      ""Incident"": ""case"", 
      ""Incident_Type"": ""new"", 
      ""Number"": 82 
    }, 
    { ""Disease"": ""Covid-19"", 
      ""Location"": ""World"", 
      ""Incident"": ""case"", 
      ""Incident_Type"": ""total"", 
      ""Number"": ""Unspecified"" 
    }, 
    { ""Disease"": ""Monkeypox virus"",
      ""Location"": ""World"", 
      ""Incident"": ""case"", 
      ""Incident_Type"": ""total"", 
      ""Number"": ""Unspecified"" 
    } 
]",2.0,0
"India sees single-day rise of 18,930 Covid 19 cases; active caseload nears 1.2 lakh-mark  - Oneindia News .   ","[{'Disease': 'Covid 19', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '18,930'}, {'Disease': 'Covid 19', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '1,20,000'}]","[{
'Disease': 'Covid 19',
'Location': 'India',
'Incident': 'case',
'Incident_Type': 'new',
'Number': 18930
}]",1.0,1
"India News | Mizoram Logs 33 Fresh Coronavirus Cases | LatestLY . Get latest articles and stories on India at LatestLY.    Mizoram on Wednesday reported 33 fresh COVID-19 cases, eight more than the previous day, taking the state's tally to 2,27,794, a health department official said.   India News | Mizoram Logs 33 Fresh Coronavirus Cases. ","[{'Disease': 'COVID-19', 'Location': 'Mizoram', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '33'}, {'Disease': 'COVID-19', 'Location': 'Mizoram', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '2,27,794'}]","[{'Disease': 'COVID-19', 'Location': 'Mizoram', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 33},
 {'Disease': 'COVID-19', 'Location': 'Mizoram', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 227794}]",2.0,2
"Maharashtra records 1,113 new Covid-19 cases and three deaths . The new cases took the overall infection tally to 81,59,506, as per the bulletin","[{'Disease': 'Covid-19', 'Location': 'Maharashtra', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1,113'}, {'Disease': 'Covid-19', 'Location': 'Maharashtra', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '81,59,506'}, {'Disease': 'Covid-19', 'Location': 'Maharashtra', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '3'}]","[{'Disease': 'Covid-19', 'Location': 'Maharashtra', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 1113}, {'Disease': 'Covid-19', 'Location': 'Maharashtra', 'Incident': 'death', 'Incident_Type': 'new', 'Number': 3}, {'Disease': 'Covid-19', 'Location': 'Maharashtra', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 8159506}]",3.0,3
"Erode reports four new COVID-19 cases  - The Hindu . ERODE Four new COVID-19 cases were reported in Erode on Saturday, taking the overall tally to 1,36,600","[{'Disease': 'COVID-19', 'Location': 'Erode', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '4'}, {'Disease': 'COVID-19', 'Location': 'Erode', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '1,36,600'}]","[{'Disease': 'COVID-19', 'Location': 'Erode', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 4},
 {'Disease': 'COVID-19', 'Location': 'Erode', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 136600}]",2.0,2
Madhya Pradesh reports 32 new Covid-19 cases | Bhopal News - Times of India . A total of 32 new Covid-19 positive cases were reported in the state on Tuesday. No death was reported in the state on Tuesday. ,"[{'Disease': 'Covid-19', 'Location': 'Madhya Pradesh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '32'}, {'Disease': 'Covid-19', 'Location': 'Madhya Pradesh', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '0'}]","[
  {
  ""Disease"": ""Covid-19"",
  ""Location"": ""Madhya Pradesh"",
  ""Incident"": ""case"",
  ""Incident_Type"": ""new"",
  ""Number"": 32
  },
  {
  ""Disease"": ""Covid-19"",
  ""Location"": ""Madhya Pradesh"",
  ""Incident"": ""death"",
  ""Incident_Type"": ""total"",
  ""Number"": 0
  }
]",1.8,1
"3 new cases raise Nagaland's COVID tally to 31,938 | India News . 3 new cases raise Nagaland's COVID tally to 31,938 ","[{'Disease': 'COVID', 'Location': 'Nagaland', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '3'}, {'Disease': 'COVID', 'Location': 'Nagaland', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '31,938'}]","[{'Disease': 'COVID', 'Location': 'Nagaland', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 3},
 {'Disease': 'COVID', 'Location': 'Nagaland', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 31938}]",2.0,2
"What is Lumpy Skin disease, affecting lakhs of cattle in India? Know if it can spread in humans . Over 7,300 cattle in India have dies so far across 8 states due to the Lumpy Skin disease, which is wreaking havoc in the country for milk producers. ","[{'Disease': 'Lumpy Skin Disease', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '7300'}]","[{
""Disease"": ""Lumpy Skin disease"",
""Location"": ""India"",
""Incident"": ""case"",
""Incident_Type"": ""total"",
""Number"": ""7300""
},
{
""Disease"": ""Lumpy Skin disease"",
""Location"": ""India"",
""Incident"": ""death"",
""Incident_Type"": ""total"",
""Number"": ""7300""
}]",1.0,1
"Two die of dengue in Mizoram, 1 in Manipur | Imphal News - Times of India . Meanwhile, forty-six fresh Chikungunya cases have been detected this month so far taking the total number of infections to 70. ","[{'Disease': 'dengue', 'Location': 'Mizoram', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '2'}, {'Disease': 'dengue', 'Location': 'Manipur', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '1'}, {'Disease': 'Chikungunya', 'Location': '', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '46'}, {'Disease': 'Chikungunya', 'Location': '', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '70'}]","[
{
""Disease"": ""Dengue"",
""Location"": ""Mizoram"",
""Incident"": ""death"",
""Incident_Type"": ""total"",
""Number"": 2
}, 
{
""Disease"": ""Dengue"",
""Location"": ""Manipur"",
""Incident"": ""death"",
""Incident_Type"": ""total"",
""Number"": 1
}, 
{
""Disease"": ""Chikungunya"",
""Location"": """",
""Incident"": ""case"",
""Incident_Type"": ""new"",
""Number"": 46
},
{
""Disease"": ""Chikungunya"",
""Location"": """",
""Incident"": ""case"",
""Incident_Type"": ""total"",
""Number"": 70
}
]",3.6,2
"Increasing cases of lumpy skin disease in Uttarakhand know the symptoms. Lumpy Skin Disease: Increasing cases of lumpy skin disease in Uttarakhand, know what are the symptoms. Hindi News, Uttar Pradesh | The cases of lumpy skin disease are continuously increasing in Uttarakhand. About 19404 cases of lumpy skin disease have been reported in animals so far. Of these, 17904 animals have been cured so far. 321 animals have also died. Apart from this, vaccination of 23,5732 animals has also been done.","[{'Disease': 'Lumpy skin disease', 'Location': 'Uttarakhand', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '19404'}, {'Disease': 'Lumpy skin disease', 'Location': 'Uttarkhand', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'total', 'Number': '321'}]","[
{
""Disease"": ""lumpy skin disease"",
""Location"": ""Uttarakhand"",
""Incident"": ""case"",
""Incident_Type"": ""total"",
""Number"": 19404
},
{
""Disease"": ""lumpy skin disease"",
""Location"": ""Uttarakhand"",
""Incident"": ""case"",
""Incident_Type"": ""cured"",
""Number"": 17904
},
{
""Disease"": ""lumpy skin disease"",
""Location"": ""Uttarakhand"",
""Incident"": ""death"",
""Incident_Type"": ""total"",
""Number"": 321
},
{
""Disease"": ""lumpy skin disease"",
""Location"": ""Uttarakhand"",
""Incident"": ""case"",
""Incident_Type"": ""vaccinated"",
""Number"": 235732
}
]",1.6,0
Ambikapur News:Four people of the same family fell ill after eating putu; Hospitalized after vomiting and diarrhea  . Four members of the same family fell ill after consuming wild puttu on Sunday night in Parpatia village of Mainpat development block of Chhattisgarh.,"[{'Disease': 'Diarrhea', 'Location': 'Ambikapur', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '4'}]","[{'Disease': 'food poisoning', 'Location': 'Parpatia village, Chhattisgarh', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 4}]",0.6,0
54 new positive cases of  Corona in Bilashpur - Bilaspur News ,"[{'Disease': 'Corona', 'Location': 'Bilashpur', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '54'}]","[{""Disease"": ""Corona"", ""Location"": ""Bilashpur"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": 54}]",1.0,1
"Corona cases increase again, 18,313 new cases in 24 hours, 57 deaths - national news punjab kesari delhi corona virus vaccine | After 18,313 new cases of corona virus infection were reported in India in one day, the number of infected people in the country increased to 4,39,38,764.","[{'Disease': 'Corona', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '18313'}, {'Disease': 'Corona', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '43938764'}, {'Disease': 'Corona', 'Location': 'India', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '57'}]","[
  {
    ""Disease"": ""Corona"",
    ""Location"": ""India"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": 18313
  },
  {
    ""Disease"": ""Corona"",
    ""Location"": ""India"",
    ""Incident"": ""death"",
    ""Incident_Type"": ""new"",
    ""Number"": 57
  },
  {
    ""Disease"": ""Corona"",
    ""Location"": ""India"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""total"",
    ""Number"": 43938764
  }
]",3.0,3
"The speed of corona slowed down in Chhattisgarh. The effect of the fourth wave of Corona has started reducing in Chhattisgarh. On Wednesday, 183 new corona patients have been found in the state. The corona positivity rate is 2.27%. The total number of active patients is 1,469.","[{'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '183'}, {'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '1469'}]","[
{
""Disease"": ""Corona"",
""Location"": ""Chhattisgarh"",
""Incident"": ""case"",
""Incident_Type"": ""new"",
""Number"": 183
},
{
""Disease"": ""Corona"",
""Location"": ""Chhattisgarh"",
""Incident"": ""case"",
""Incident_Type"": ""total"",
""Number"": 1469
}
]",2.0,2
"Dr. Nitin Raut: Corona infection is increasing due to the affected passengers coming from Delhi | Maharashtra Times | While the incidence of corona virus is increasing in the country, when the information of 35 infected people in Nagpur was taken, it was clear that most of them have a background of traveling to Delhi.","[{'Disease': 'Corona', 'Location': 'Nagpur', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '35'}]","[
{
'Disease': 'Corona',
'Location': 'Nagpur',
'Incident': 'case',
'Incident_Type': 'new',
'Number': 35
},
{
'Disease': 'Corona',
'Location': 'Delhi',
'Incident': 'case',
'Incident_Type': 'total',
'Number': 'unknown'
}
]",1.0,1
"12 active cases since March 10; CMO ordered to increase sampling. Corona cases started increasing again in Karnal - Dainik Bhaskar | Corona cases seem to be increasing once again in Haryana's Karnal district. This week, the cases have reached 12, touching the double figure again. After March 10, 5 new positive cases have also been found simultaneously. So far, samples of 778640 persons have been taken in the district and 575 samples were taken in the last 24 hours. Out of the total samples taken, 48184 positive cases were reported so far, out of which 47575 patients have been cured. Corona cases seem to be increasing once again in Haryana's Karnal district.","[{'Disease': 'Corona', 'Location': 'Karnal', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '48184'}, {'Disease': 'Corona', 'Location': 'Karnal', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '5'}]","[{""Disease"": ""Corona"", ""Location"": ""Karnal"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": 12}, 
{""Disease"": ""Corona"", ""Location"": ""Karnal"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": 5}, 
{""Disease"": ""Corona"", ""Location"": ""Karnal"", ""Incident"": ""case"", ""Incident_Type"": ""total"", ""Number"": 48184}]",2.0,2
"Cg Corona Update: Corona slows down in Chhattisgarh, 27 new cases surfaced, In Chhattisgarh, there has been a significant decline in the number of corona. For the last few days, very few corona patients are coming forward.","[{'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '27'}]","[ 
{
'Disease': 'Corona',
'Location': 'Chhattisgarh',
'Incident': 'case',
'Incident_Type': 'new',
'Number': 27
}
]",1.0,1
"So far 1655 animals have died due to lumpy skin disease in Nagaur. Lumpy skin disease continues to wreak havoc in the district, 1655 animals have died so far. Patrika News | Cattle herders are not getting enough help from the Animal Husbandry Department - Many cattle are dying, voluntary organizations are engaged in the service of cattle.Nagaur News | Undefined News | Patrika News","[{'Disease': 'Lumpy skin disease', 'Location': 'Nagaur', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'total', 'Number': '1655'}]","[{
'Disease': 'Lumpy skin disease',
'Location': 'Nagaur',
'Incident': 'death',
'Incident_Type': 'total',
'Number': 1655
}]",1.0,1
